publishedAt,title,description,source,url,text
2025-06-23 16:34:04+00:00,Amazon - YOOLIFE Insulated Lunch Bag $6.99,YOOLIFE Insulated Lunch Bag,"{'id': None, 'name': 'Dealcatcher.com'}",https://www.dealcatcher.com/deals/household/kitchen-appliances/insulated-initial-bags-19511,amazon - yoolife insulated lunch bag $6.99 yoolife insulated lunch bag
2025-06-23 16:34:04+00:00,Amazon - Clip on Fan $12.99,Clip on Fan,"{'id': None, 'name': 'Dealcatcher.com'}",https://www.dealcatcher.com/deals/household/tools/clip-on-fan-19514,amazon - clip on fan $12.99 clip on fan
2025-06-23 16:34:04+00:00,Amazon - Cereal Bowl Gifts Box $7.99,Cereal Bowl Gifts Box,"{'id': None, 'name': 'Dealcatcher.com'}",https://www.dealcatcher.com/deals/occasions/flowers-gifts/cereal-bowls-for-all-family-19517,amazon - cereal bowl gifts box $7.99 cereal bowl gifts box
2025-06-23 16:33:46+00:00,"69"" Haddockway Adjustable Wood Coat Rack Hall Tree w/ 8 Hooks (Black, Brown, Gerry) $9.49 + Free Shipping w/ Prime or on $35+","Haddockway via Amazon [amazon.com] has *69"" Haddockway Adjustable Wood Coat Rack Hall Tree w/ 8 Hooks (Black, Brown, Gerry)* for $24.99 - $3.00 when you 'clip' Product Page Coupon [amazon.com] - an...","{'id': None, 'name': 'Slickdeals.net'}",https://slickdeals.net/f/18398344-69-haddockway-adjustable-wood-coat-rack-hall-tree-w-8-hooks-black-brown-gerry-9-49-free-shipping-w-prime-or-on-35,"69"" haddockway adjustable wood coat rack hall tree w/ 8 hooks (black, brown, gerry) $9.49 + free shipping w/ prime or on $35+ haddockway via amazon [amazon.com] has *69"" haddockway adjustable wood coat rack hall tree w/ 8 hooks (black, brown, gerry)* for $24.99 - $3.00 when you 'clip' product page coupon [amazon.com] - an..."
2025-06-23 16:32:17+00:00,8-in-1 Cuisinart Stainless Steel Toaster Oven w/ Grill $119.99 + Free Shipping,"Amazon [amazon.com] has *8-in-1 Cuisinart Stainless Steel Toaster Oven w/ Grill* for *$119.99*. *Shipping is free*. 
 
 
Product Description from Amazon:[list][*]COOKING FUNCTIONS: This premium 1800...","{'id': None, 'name': 'Slickdeals.net'}",https://slickdeals.net/f/18398341-8-in-1-cuisinart-stainless-steel-toaster-oven-w-grill-119-99-free-shipping,"8-in-1 cuisinart stainless steel toaster oven w/ grill $119.99 + free shipping amazon [amazon.com] has *8-in-1 cuisinart stainless steel toaster oven w/ grill* for *$119.99*. *shipping is free*. 
 
 
product description from amazon:[list][*]cooking functions: this premium 1800..."
2025-06-23 16:32:04+00:00,Amazon - FOUCSSOMEI Clothing Rack with Wheels $19.99,FOUCSSOMEI Clothing Rack with Wheels,"{'id': None, 'name': 'Dealcatcher.com'}",https://www.dealcatcher.com/deals/household/furniture-decor/foucssomei-clothing-rack-with-wheels-19505,amazon - foucssomei clothing rack with wheels $19.99 foucssomei clothing rack with wheels
2025-06-23 16:32:04+00:00,Amazon - Fezodo Boho Gold Anklet Bracelets--2 Pcs $4.99,Fezodo Boho Gold Anklet Bracelets--2 Pcs,"{'id': None, 'name': 'Dealcatcher.com'}",https://www.dealcatcher.com/deals/clothing-accessories/jewelry-watches/fezodo-boho-gold-anklet-pcs-19507,amazon - fezodo boho gold anklet bracelets--2 pcs $4.99 fezodo boho gold anklet bracelets--2 pcs
2025-06-23 16:32:04+00:00,Amazon - GLPCFR Gold Clover Necklace $5.99,GLPCFR Gold Clover Necklace,"{'id': None, 'name': 'Dealcatcher.com'}",https://www.dealcatcher.com/deals/clothing-accessories/jewelry-watches/glpcfr-gold-clover-necklace-19509,amazon - glpcfr gold clover necklace $5.99 glpcfr gold clover necklace
2025-06-23 16:32:04+00:00,Amazon - Turandoss Cross Necklace $4.99,Turandoss Cross Necklace,"{'id': None, 'name': 'Dealcatcher.com'}",https://www.dealcatcher.com/deals/clothing-accessories/jewelry-watches/turandoss-cross-necklace-19500,amazon - turandoss cross necklace $4.99 turandoss cross necklace
2025-06-23 16:32:04+00:00,Amazon - SNGOAM iPhone 14 Charger 3-Pack $9.99,SNGOAM iPhone 14 Charger 3-Pack,"{'id': None, 'name': 'Dealcatcher.com'}",https://www.dealcatcher.com/deals/electronics/phones-cellular/iphone-chargers---19503,amazon - sngoam iphone 14 charger 3-pack $9.99 sngoam iphone 14 charger 3-pack
2025-06-23 16:32:04+00:00,Amazon - YoungsTex Linen Semi Sheer Curtains--2 Panels $7.43,YoungsTex Linen Semi Sheer Curtains--2 Panels,"{'id': None, 'name': 'Dealcatcher.com'}",https://www.dealcatcher.com/deals/household/furniture-decor/youngstex-linen-semi-sheer-panels-19504,amazon - youngstex linen semi sheer curtains--2 panels $7.43 youngstex linen semi sheer curtains--2 panels
2025-06-23 16:31:07+00:00,8BitDo Ultimate 2 Wireless Gaming Controller With a Discount That’s a Cheat Code,"If you’ve been hoarding gold like a JRPG protagonist for your next controller, it’s time to spend it. The 8BitDo Ultimate 2 Wireless, one of the most stacked gamepads on the market, just dropped to $66.82, and there’s a bonus 10% coupon live on Amazon. That’s…","{'id': None, 'name': 'ComicBook.com'}",http://comicbook.com/gear/news/8bitdo-ultimate-2-wireless-gaming-controller-with-a-discount-thats-a-cheat-code/,"8bitdo ultimate 2 wireless gaming controller with a discount that’s a cheat code if you’ve been hoarding gold like a jrpg protagonist for your next controller, it’s time to spend it. the 8bitdo ultimate 2 wireless, one of the most stacked gamepads on the market, just dropped to $66.82, and there’s a bonus 10% coupon live on amazon. that’s…"
2025-06-23 16:30:39+00:00,"Amazon Basics Rectangular Silicone, Non-Stick, Food Safe Baking Mat, Pack of 3 – Just $7.99!",This popular deal is available again! How about something to help with all of the baking you want to do this summer? There are so many fun treats to make! Maybe a couple of new baking mats? How about this deal? Grab this set now and save big! They hav...,"{'id': None, 'name': 'Commonsensewithmoney.com'}",https://www.commonsensewithmoney.com/amazon-basics-rectangular-silicone-non-stick-food-safe-baking-mat-pack-3-just-7-99-2/,"amazon basics rectangular silicone, non-stick, food safe baking mat, pack of 3 – just $7.99! this popular deal is available again! how about something to help with all of the baking you want to do this summer? there are so many fun treats to make! maybe a couple of new baking mats? how about this deal? grab this set now and save big! they hav..."
2025-06-23 16:29:28+00:00,Russell Crowe Joins Henry Cavill HIGHLANDER Reboot Movie as Mentor Ramirez,"Henry Cavill's Immortal has found his mentor. Russell Crowe has joined the cast of Amazon's Highlander remake as Ramirez. 
The post Russell Crowe Joins Henry Cavill HIGHLANDER Reboot Movie as Mentor Ramirez appeared first on Nerdist.","{'id': None, 'name': 'Nerdist'}",https://nerdist.com/article/russell-crowe-joins-henry-cavill-highlander-remake-as-mentor-ramirez/,"russell crowe joins henry cavill highlander reboot movie as mentor ramirez henry cavill's immortal has found his mentor. russell crowe has joined the cast of amazon's highlander remake as ramirez. 
the post russell crowe joins henry cavill highlander reboot movie as mentor ramirez appeared first on nerdist."
2025-06-23 16:27:59+00:00,"Amazon Will Be Largest U.S. Retailer This Year, Beating Walmart, Says J.P. Morgan",,"{'id': None, 'name': 'Biztoc.com'}",https://biztoc.com/x/49e5fa4242250699,"amazon will be largest u.s. retailer this year, beating walmart, says j.p. morgan "
2025-06-23 16:26:35+00:00,Amazon's robotaxi looks to be Waymo's biggest competitor,The company recently opened a new robotaxi production plant in California,"{'id': None, 'name': 'The Week Magazine'}",https://theweek.com/tech/amazon-robotaxi-waymo-business,amazon's robotaxi looks to be waymo's biggest competitor the company recently opened a new robotaxi production plant in california
2025-06-23 16:25:00+00:00,"This Air Purifier for Large Rooms Is 75% Off, Amazon Clears Stock and Adds an Extra Coupon","Clean air at home matters, it’s key to feeling good and staying healthy every day.","{'id': None, 'name': 'Gizmodo.com'}",https://gizmodo.com/this-air-purifier-for-large-rooms-is-75-off-amazon-clears-stock-and-adds-an-extra-coupon-2000618861,"this air purifier for large rooms is 75% off, amazon clears stock and adds an extra coupon clean air at home matters, it’s key to feeling good and staying healthy every day."
2025-06-23 16:23:51+00:00,Galaxy Buds Core spotted: Samsung India adds a launch date for earbuds that move you 'to the core',Samsung in India has gone live with a Galaxy Buds 'Core' announcement – and an Amazon listing even spills when we can buy them.,"{'id': 'techradar', 'name': 'TechRadar'}",https://www.techradar.com/audio/earbuds-airpods/galaxy-buds-core-spotted-samsung-india-adds-a-launch-date-for-earbuds-that-move-you-to-the-core,galaxy buds core spotted: samsung india adds a launch date for earbuds that move you 'to the core' samsung in india has gone live with a galaxy buds 'core' announcement – and an amazon listing even spills when we can buy them.
2025-06-23 16:23:26+00:00,Walmart Deals Week Starts July 7th!,"Are you a Walmart Plus member? Don’t miss this sale! Starting July 7th, Walmart is having Walmart Deals Week full of hug savings, deals, and more to compete with Amazon Prime Days! Walmart+ members can get early access on July 7th at 4pm PST while the deals w…","{'id': None, 'name': 'Moneysavingmom.com'}",https://moneysavingmom.com/walmart-deals-week-starts-july-7th/,"walmart deals week starts july 7th! are you a walmart plus member? don’t miss this sale! starting july 7th, walmart is having walmart deals week full of hug savings, deals, and more to compete with amazon prime days! walmart+ members can get early access on july 7th at 4pm pst while the deals w…"
2025-06-23 16:23:00+00:00,100-Ct PROMEDIX P 6-Mil Heavy Duty Latex-Free Non-Sterile Disposable Nitrile Gloves $9,"deal [amazon.com] 
 
*$9 @ Amazon* w/ coupon code *NC4WQT9H* 
 
 
(works on all sizes)","{'id': None, 'name': 'Slickdeals.net'}",https://slickdeals.net/f/18376552-100-ct-promedix-p-6-mil-heavy-duty-latex-free-non-sterile-disposable-nitrile-gloves-9,"100-ct promedix p 6-mil heavy duty latex-free non-sterile disposable nitrile gloves $9 deal [amazon.com] 
 
*$9 @ amazon* w/ coupon code *nc4wqt9h* 
 
 
(works on all sizes)"
2025-06-23 16:20:00+00:00,"Walmart, Target announce competing Prime Day sales",Both retailers are offering early access to paid loyalty members and highlighting back-to-school savings.,"{'id': None, 'name': 'Retail Dive'}",https://www.retaildive.com/news/walmart-target-competing-amazon-prime-day-summer-sales-events/751328/,"walmart, target announce competing prime day sales both retailers are offering early access to paid loyalty members and highlighting back-to-school savings."
2025-06-23 16:16:57+00:00,"AWS Weekly Roundup: re:Inforce re:Cap, Valkey GLIDE 2.0, Avro and Protobuf or MCP Servers on Lambda, and more (June 23, 2025)","Last week’s hallmark event was the security-focused AWS re:Inforce conference. Now a tradition, the blog team wrote a re:Cap post to summarize the announcements and link to some of the top blog posts. To further summarize, several new security innovations wer…","{'id': None, 'name': 'Amazon.com'}",https://aws.amazon.com/blogs/aws/aws-weekly-roundup-reinforce-recap-valkey-glide-2-0-avro-and-protobuf-or-mcp-servers-on-lambda-and-more-june-23-2025/,"aws weekly roundup: re:inforce re:cap, valkey glide 2.0, avro and protobuf or mcp servers on lambda, and more (june 23, 2025) last week’s hallmark event was the security-focused aws re:inforce conference. now a tradition, the blog team wrote a re:cap post to summarize the announcements and link to some of the top blog posts. to further summarize, several new security innovations wer…"
2025-06-23 16:14:11+00:00,amazon-braket-schemas 1.24.1,An open source library that contains the schemas for Amazon Braket,"{'id': None, 'name': 'Pypi.org'}",https://pypi.org/project/amazon-braket-schemas/1.24.1/,amazon-braket-schemas 1.24.1 an open source library that contains the schemas for amazon braket
2025-06-23 16:13:16+00:00,Amazon - Marsail Ergonomic Mesh Office Chair $65.99,Marsail Ergonomic Mesh Office Chair,"{'id': None, 'name': 'Dealcatcher.com'}",https://www.dealcatcher.com/deals/household/furniture-decor/marsail-ergonomic-mesh-office-chair-19477,amazon - marsail ergonomic mesh office chair $65.99 marsail ergonomic mesh office chair
2025-06-23 16:13:00+00:00,Both Editions Of Pokemon Legends: Z-A Are Up For Preorder At Amazon,"Pokemon Legends: Z-A for Switch 
 $60 | Releases October 16 
Preorder at Amazon Preorder at Walmart Preorder at Best Buy Preorder at Target Preorder at GameStop 
Pokemon Legends: Z-A for Switch 2 
 $70 | Releases October 16 
Preorder at Amazon Preorder a…","{'id': None, 'name': 'GameSpot'}",https://www.gamespot.com/articles/pokemon-legends-z-a-nintendo-switch-2-preorder/1100-6529762/,"both editions of pokemon legends: z-a are up for preorder at amazon pokemon legends: z-a for switch 
 $60 | releases october 16 
preorder at amazon preorder at walmart preorder at best buy preorder at target preorder at gamestop 
pokemon legends: z-a for switch 2 
 $70 | releases october 16 
preorder at amazon preorder a…"
2025-06-23 16:12:29+00:00,Walmart Just Revealed Its July Sales Event and It's Even Longer Than Amazon Prime Day,"The Walmart deals will last six full days, starting July 8.","{'id': 'ign', 'name': 'IGN'}",https://www.ign.com/articles/walmart-reveals-its-prime-day-sale-for-2025,"walmart just revealed its july sales event and it's even longer than amazon prime day the walmart deals will last six full days, starting july 8."
2025-06-23 16:12:19+00:00,Streaming Streamlined: How to Subscribe to (Almost) Every Streaming Service Through Prime Video,"In the increasingly fragmented streaming landscape, Amazon is betting that simplicity will be its biggest selling point. With its expanding roster of channel add-ons, Prime Video has positioned itself as a one-stop shop for subscribers looking to bundle nearl…","{'id': None, 'name': 'Variety'}",https://variety.com/2025/shopping/news/amazon-prime-video-channel-add-ons-sign-up-online-1236438178/,"streaming streamlined: how to subscribe to (almost) every streaming service through prime video in the increasingly fragmented streaming landscape, amazon is betting that simplicity will be its biggest selling point. with its expanding roster of channel add-ons, prime video has positioned itself as a one-stop shop for subscribers looking to bundle nearl…"
2025-06-23 16:11:22+00:00,Amazon - Sportsroyals Power Tower Pull Up Dip Station $159.99,Sportsroyals Power Tower Pull Up Dip Station,"{'id': None, 'name': 'Dealcatcher.com'}",https://www.dealcatcher.com/deals/sporting-goods/sports/sportsroyals-power-tower-pull-up-dip-station-19463,amazon - sportsroyals power tower pull up dip station $159.99 sportsroyals power tower pull up dip station
2025-06-23 16:10:25+00:00,Amazon - Ergonomic Mesh Office Desk Chair w/Lumbar $155.99,Ergonomic Mesh Office Desk Chair w/Lumbar,"{'id': None, 'name': 'Dealcatcher.com'}",https://www.dealcatcher.com/deals/household/furniture-decor/ergonomic-mesh-office-desk-chair-19488,amazon - ergonomic mesh office desk chair w/lumbar $155.99 ergonomic mesh office desk chair w/lumbar
2025-06-23 16:10:05+00:00,Amazon - AHERO All-in-One Portable Mini Washer Dryer $147.90,AHERO All-in-One Portable Mini Washer Dryer,"{'id': None, 'name': 'Dealcatcher.com'}",https://www.dealcatcher.com/deals/household/kitchen-appliances/ahero-all-in-one-portable-mini-washer-dryer-19487,amazon - ahero all-in-one portable mini washer dryer $147.90 ahero all-in-one portable mini washer dryer
2025-06-23 16:10:03+00:00,"Forget Dyson, Shark’s Newly Released FlexBreeze Pro Mist Fan Gets Its First Discount for Early Prime Day","The heat is coming, and it's going to be around for a while, so you'd best be quick to get this high-tech fan while it's on sale.","{'id': None, 'name': 'Gizmodo.com'}",https://gizmodo.com/forget-dyson-sharks-newly-released-flexbreeze-pro-mist-fan-gets-its-first-discount-for-early-prime-day-2000618142,"forget dyson, shark’s newly released flexbreeze pro mist fan gets its first discount for early prime day the heat is coming, and it's going to be around for a while, so you'd best be quick to get this high-tech fan while it's on sale."
2025-06-23 16:09:17+00:00,Amazon - Shoe Cabinet with 2 Flip Drawers & Side Cabinet $89.99,Shoe Cabinet with 2 Flip Drawers & Side Cabinet,"{'id': None, 'name': 'Dealcatcher.com'}",https://www.dealcatcher.com/deals/household/furniture-decor/shoe-cabinet-with-flip-drawers-side-cabinet-19489,amazon - shoe cabinet with 2 flip drawers & side cabinet $89.99 shoe cabinet with 2 flip drawers & side cabinet
2025-06-23 16:08:26+00:00,Amazon - SONGMICS 6 LEDs Mirror Jewelry Cabinet (Black Only) $99.99,SONGMICS 6 LEDs Mirror Jewelry Cabinet (Black Only),"{'id': None, 'name': 'Dealcatcher.com'}",https://www.dealcatcher.com/deals/household/furniture-decor/songmics-leds-mirror-jewelry-cabinet-19465,amazon - songmics 6 leds mirror jewelry cabinet (black only) $99.99 songmics 6 leds mirror jewelry cabinet (black only)
2025-06-23 16:07:54+00:00,Amazon - BCAN Foldable Mini Trampoline $109.99,BCAN Foldable Mini Trampoline,"{'id': None, 'name': 'Dealcatcher.com'}",https://www.dealcatcher.com/deals/sporting-goods/sports/bcan-foldable-mini-trampoline-19466,amazon - bcan foldable mini trampoline $109.99 bcan foldable mini trampoline
2025-06-23 16:07:42+00:00,Amazon - 2K Solar Wireless Outdoor Security Cameras - 2PCS $62.98,2K Solar Wireless Outdoor Security Cameras - 2PCS,"{'id': None, 'name': 'Dealcatcher.com'}",https://www.dealcatcher.com/deals/electronics/digital-cameras/solar-wireless-outdoor-security-cameras---19486,amazon - 2k solar wireless outdoor security cameras - 2pcs $62.98 2k solar wireless outdoor security cameras - 2pcs
2025-06-23 16:07:03+00:00,Countdown Preview Clip Introduces Us to the Task Force Members,"That sound you hear is a whole lot of folks getting very excited that this week brings the premiere of Prime Video and Showrunner Derek Haas's Jensen Ackles (The Boys, Supernatural)-starring  Countdown. But just to be on the safe side, the streaming service i…","{'id': None, 'name': 'Bleeding Cool News'}",https://bleedingcool.com/tv/countdown-preview-clip-introduces-us-to-the-task-force-members/,"countdown preview clip introduces us to the task force members that sound you hear is a whole lot of folks getting very excited that this week brings the premiere of prime video and showrunner derek haas's jensen ackles (the boys, supernatural)-starring  countdown. but just to be on the safe side, the streaming service i…"
2025-06-23 16:06:59+00:00,Amazon - JUANWE 16GB Micro SD Memory Cards -10 Pack $19.94,JUANWE 16GB Micro SD Memory Cards -10 Pack,"{'id': None, 'name': 'Dealcatcher.com'}",https://www.dealcatcher.com/deals/computers-office/drives-storage/juanwe-micro-sd-memory-cards-pack-19485,amazon - juanwe 16gb micro sd memory cards -10 pack $19.94 juanwe 16gb micro sd memory cards -10 pack
2025-06-23 16:06:37+00:00,Ground Zero 2025 1080p AMZN WEB-DL H264-playWEB,"Plot: After the 2001 Parliament attack, BSF officer Dubey leads a 2-year probe uncovering the mastermind Ghazi Baba, enabling India’s biggest anti-terror operation.Genre: Action | Drama | HistoryIMDB Rating Live: IMDB Rating: 7/10 From 5,810 UsersTMDB Rating:…","{'id': None, 'name': 'Rlsbb.cc'}",https://post.rlsbb.cc/ground-zero-2025-1080p-amzn-web-dl-h264-playweb/,"ground zero 2025 1080p amzn web-dl h264-playweb plot: after the 2001 parliament attack, bsf officer dubey leads a 2-year probe uncovering the mastermind ghazi baba, enabling india’s biggest anti-terror operation.genre: action | drama | historyimdb rating live: imdb rating: 7/10 from 5,810 userstmdb rating:…"
2025-06-23 16:06:18+00:00,Amazon - Cellular Trail Camera 2 Packs $79.99,Cellular Trail Camera 2 Packs,"{'id': None, 'name': 'Dealcatcher.com'}",https://www.dealcatcher.com/deals/electronics/digital-cameras/cellular-trail-camera-packs-19484,amazon - cellular trail camera 2 packs $79.99 cellular trail camera 2 packs
